CustomerID,recency,frequency,monetary
14542.0,185,5,103
14543.0,28,72,3630
14544.0,24,114,2024
14546.0,5,399,2578
14547.0,3,366,4007
14548.0,150,4,652
14549.0,311,56,289
14550.0,10,48,765
14551.0,18,10,186
14552.0,151,58,165
14553.0,19,113,859
14554.0,10,216,2381
14555.0,57,21,324
14557.0,85,16,788
14560.0,7,74,2237
14561.0,75,69,1080
14562.0,3,423,5074
14565.0,95,127,3099
14567.0,56,33,1530
14569.0,1,12,227
14570.0,280,29,218
14572.0,3,270,2832
14573.0,179,235,1653
14576.0,372,1,35
14577.0,12,123,859
14578.0,3,24,168
14581.0,16,17,138
14582.0,40,6,114
14583.0,5,330,1052
14584.0,169,100,1042
14585.0,50,29,157
14586.0,276,19,237
14587.0,18,383,1601
14589.0,371,3,39
14591.0,15,197,1447
14592.0,35,164,570
14593.0,21,152,617
14594.0,7,53,379
14595.0,19,102,1740
14597.0,11,55,883
14598.0,44,50,221
14600.0,305,25,393
14601.0,10,7,213
14603.0,274,2,660
14606.0,1,2700,12156
14607.0,15,86,16569
14608.0,4,20,1785
14609.0,72,4,601
14616.0,242,3,406
14618.0,9,16,553
14619.0,245,20,394
14620.0,205,26,412
14621.0,1,92,1788
14622.0,184,21,320
14623.0,32,134,889
14624.0,57,13,225
14625.0,196,53,899
14626.0,23,122,2791
14628.0,91,24,671
14629.0,4,152,959
14631.0,50,41,1006
14632.0,262,8,114
14633.0,266,20,344
14636.0,36,28,609
14638.0,50,16,443
14639.0,52,172,2984
14640.0,24,106,2125
14641.0,21,7,110
14642.0,58,2,96
14643.0,170,31,693
14644.0,67,26,830
14645.0,156,30,597
14647.0,201,30,243
14649.0,4,199,1417
14651.0,67,102,654
14652.0,77,29,114
14653.0,1,237,1947
14655.0,8,49,1932
14656.0,169,80,291
14657.0,17,126,848
14658.0,5,29,247
14659.0,8,253,2529
14660.0,86,30,285
14661.0,26,4,107
14662.0,28,168,771
14664.0,19,99,637
14665.0,60,90,1835
14666.0,24,14,195
14667.0,10,573,9241
14669.0,241,170,1269
14670.0,280,132,411
14672.0,234,61,765
14673.0,3,74,1736
14675.0,16,102,604
14676.0,31,42,2548
14680.0,25,258,28754
14681.0,71,7,498
14682.0,187,2,52
14684.0,25,421,1236
14687.0,106,15,628
14688.0,7,327,5630
14689.0,208,13,112
14690.0,44,50,371
14691.0,30,71,2114
14692.0,137,68,591
14693.0,264,8,172
14696.0,4,130,2078
14697.0,218,22,188
14698.0,1,210,1250
14699.0,214,8,109
14700.0,32,115,2235
14701.0,10,335,2549
14702.0,1,347,3292
14703.0,14,22,318
14704.0,11,415,1546
14705.0,198,1,179
14708.0,2,28,1126
14709.0,15,196,4921
14710.0,14,139,606
14711.0,10,357,2868
14712.0,29,25,917
14713.0,9,339,2666
14714.0,24,10,160
14715.0,24,71,867
14716.0,43,55,329
14719.0,1,237,1602
14720.0,5,37,663
14722.0,147,29,187
14723.0,10,278,1158
14725.0,24,52,718
14727.0,274,10,268
14729.0,373,71,313
14730.0,1,501,2005
14731.0,47,45,380
14732.0,8,147,2702
14733.0,16,202,9585
14735.0,3,194,6065
14737.0,3,17,1164
14738.0,42,54,1314
14739.0,4,60,3902
14740.0,197,89,1448
14741.0,11,59,1400
14744.0,16,26,1099
14745.0,112,69,1220
14747.0,249,18,328
14748.0,29,89,1415
14752.0,43,5,389
14753.0,87,30,563
14754.0,44,41,638
14755.0,9,235,5010
14756.0,15,38,738
14757.0,75,19,420
14758.0,144,71,1484
14759.0,4,102,1625
14760.0,297,5,89
14761.0,58,11,255
14762.0,263,21,300
14764.0,46,6,278
14765.0,29,39,254
14766.0,8,135,2473
14768.0,17,5,192
14769.0,2,1090,10674
14770.0,232,52,876
14772.0,112,9,139
14775.0,58,60,1011
14776.0,51,117,2538
14778.0,127,35,730
14779.0,280,41,386
14780.0,54,27,447
14782.0,319,6,200
14784.0,26,15,289
14785.0,10,3,77
14788.0,7,30,679
14789.0,28,6,197
14790.0,16,46,745
14792.0,63,2,6
14793.0,21,14,228
14794.0,2,80,1319
14795.0,166,6,131
14796.0,1,1141,8022
14798.0,52,12,173
14799.0,51,13,157
14800.0,47,385,4339
14801.0,61,59,193
14803.0,162,44,845
14804.0,8,12,353
14805.0,15,47,554
14806.0,75,11,193
14808.0,39,235,2741
14810.0,40,255,2087
14813.0,369,30,155
14815.0,36,53,778
14816.0,197,4,271
14817.0,200,63,1110
14818.0,73,48,657
14819.0,64,13,272
14820.0,21,29,507
14821.0,366,2,48
14823.0,180,70,321
14824.0,10,29,1127
14825.0,3,121,2226
14828.0,196,17,2139
14829.0,29,42,697
14830.0,53,40,197
14834.0,17,67,1720
14836.0,10,6,102
14837.0,89,108,1649
14840.0,267,4,62
14841.0,53,138,3295
14842.0,43,145,2824
14844.0,63,130,3189
14847.0,148,13,309
14849.0,21,388,7930
14850.0,311,21,325
14851.0,23,28,511
14852.0,58,143,2836
14853.0,24,9,475
14854.0,78,127,2759
14855.0,119,20,645
14856.0,36,66,1311
14857.0,59,60,1173
14859.0,12,58,1353
14860.0,19,11,170
14861.0,52,6,125
14862.0,25,48,841
14863.0,29,11,266
14865.0,7,4,52
14866.0,10,99,14389
14867.0,185,36,710
14868.0,3,144,2953
14869.0,8,71,725
14870.0,261,13,327
14871.0,3,98,522
14873.0,210,28,519
14875.0,107,47,1465
14878.0,12,124,1485
14880.0,77,47,706
14881.0,19,17,255
14882.0,26,11,589
14883.0,18,53,761
14885.0,131,15,765
14886.0,252,18,364
14887.0,79,6,1862
14888.0,207,20,369
14889.0,336,10,135
14890.0,253,7,125
14891.0,148,33,554
14893.0,9,73,1237
14894.0,85,23,655
14895.0,7,498,11138
14896.0,204,43,468
14897.0,7,55,1366
14898.0,23,116,1303
14901.0,11,96,1421
14902.0,25,20,332
14903.0,21,355,2810
14904.0,2,69,1025
14905.0,157,17,616
14907.0,3,165,3501
14908.0,74,9,277
14910.0,2,30,434
14913.0,35,87,1227
14915.0,91,12,307
14916.0,70,77,1268
14918.0,115,45,1610
14920.0,212,57,977
14921.0,30,78,1316
14923.0,50,44,749
14924.0,245,10,310
14929.0,32,11,223
14944.0,29,170,5900
14946.0,14,3,100
14947.0,72,14,290
14948.0,23,63,1101
14950.0,19,19,371
14951.0,79,20,311
14952.0,59,138,8099
14953.0,25,55,289
14954.0,12,85,336
14957.0,253,12,58
14958.0,147,42,499
14959.0,64,59,695
14960.0,8,27,221
14961.0,10,312,7044
14962.0,270,5,126
14963.0,9,198,1487
14964.0,247,13,206
14965.0,96,83,599
14966.0,14,38,191
14967.0,49,6,463
14968.0,30,37,147
14970.0,68,34,1592
14971.0,35,160,1116
14972.0,128,18,114
14973.0,107,32,1314
14974.0,37,21,114
14975.0,57,11,279
14976.0,57,72,790
14978.0,72,216,1931
14981.0,246,8,102
14984.0,19,41,213
14985.0,198,87,296
14987.0,15,4,326
14988.0,211,40,334
14995.0,38,61,233
14997.0,46,26,546
14998.0,170,75,429
15000.0,47,77,490
15002.0,115,115,1641
15004.0,147,158,1246
15005.0,15,1119,6316
15006.0,51,144,502
15007.0,159,12,156
15009.0,12,182,1261
15010.0,35,20,308
15012.0,53,128,423
15014.0,43,35,260
15016.0,172,20,170
15017.0,33,20,125
15018.0,38,31,496
15019.0,266,70,265
15021.0,8,472,1914
15022.0,11,135,905
15023.0,3,562,6802
15024.0,9,155,1661
15025.0,33,72,377
15026.0,80,61,469
15027.0,30,35,1066
15028.0,8,48,627
15030.0,71,7,518
15031.0,4,111,668
15032.0,256,52,4959
15033.0,4,510,2586
15034.0,15,394,4308
15035.0,89,27,252
15036.0,72,127,465
15038.0,58,130,705
15039.0,9,1502,19914
15041.0,170,67,180
15042.0,199,5,135
15043.0,31,3,537
15044.0,19,453,7700
15045.0,151,12,735
15046.0,9,206,5213
15047.0,269,22,343
15048.0,65,97,384
15049.0,273,3,121
15050.0,25,78,1782
15051.0,23,143,1391
15052.0,319,30,215
15053.0,4,71,697
15054.0,12,114,302
15057.0,275,25,1489
15058.0,25,276,2124
15059.0,40,237,1337
15060.0,8,121,303
15061.0,3,403,54534
15062.0,71,57,987
15063.0,213,5,370
15065.0,37,155,3158
15066.0,53,42,893
15067.0,78,82,1744
15068.0,46,104,553
15069.0,179,70,1109
15070.0,372,1,106
15071.0,93,26,982
15073.0,9,54,1043
15074.0,105,42,748
15075.0,77,27,773
15076.0,172,49,880
15078.0,7,440,9743
15079.0,212,47,895
15081.0,22,33,504
15083.0,256,5,88
15087.0,281,15,306
15088.0,21,57,1160
15089.0,10,145,2420
15090.0,308,23,381
15091.0,67,30,480
15092.0,215,26,457
15093.0,18,108,4597
15095.0,103,47,1370
15096.0,42,11,219
15097.0,4,25,248
15098.0,182,3,39916
15099.0,84,23,410
15100.0,333,3,876
15101.0,8,8,317
15103.0,31,35,703
15104.0,196,69,1027
15105.0,18,101,2298
15106.0,17,100,1422
15107.0,311,17,319
15109.0,245,28,484
15110.0,23,35,996
15111.0,29,84,1567
15113.0,9,100,3609
15114.0,30,197,2760
15115.0,18,21,340
15116.0,17,45,1352
15117.0,14,79,1551
15118.0,134,1,244
15119.0,245,14,266
15120.0,133,21,358
15121.0,50,28,457
15122.0,114,82,1633
15123.0,7,106,2199
15124.0,22,15,184
15125.0,25,127,11528
15127.0,65,16,406
15128.0,60,102,1471
15129.0,50,84,3447
15130.0,169,22,330
15132.0,18,52,977
15133.0,127,29,982
15134.0,14,73,1387
15135.0,239,9,139
15136.0,2,68,1286
15139.0,239,13,178
15140.0,52,80,2354
15142.0,46,26,498
15143.0,225,14,259
15144.0,8,217,6580
15145.0,4,67,1194
15146.0,164,91,1327
15147.0,240,28,623
15148.0,10,20,301
15149.0,133,23,520
15150.0,17,343,5314
15152.0,9,271,4745
15153.0,31,22,329
15154.0,75,85,296
15156.0,1,55,961
15157.0,3,125,1936
15158.0,45,7,401
15159.0,1,710,18641
15160.0,357,4,158
15163.0,18,29,304
15164.0,68,103,843
15165.0,373,27,487
15167.0,320,41,163
15168.0,25,5,106
15171.0,331,5,1289
15172.0,8,110,1624
15174.0,322,11,135
15175.0,71,23,224
15178.0,260,3,40
15179.0,18,93,2206
15180.0,367,6,87
15181.0,66,16,689
15182.0,154,29,622
15184.0,29,63,406
15185.0,70,21,310
15186.0,14,19,411
15187.0,1,91,4777
15189.0,1,212,16225
15192.0,119,51,1044
15193.0,60,19,499
15194.0,3,310,7616
15195.0,2,1,3861
15197.0,10,32,1079
15198.0,92,10,193
15199.0,59,13,1268
15201.0,87,69,1236
15203.0,25,142,1827
15204.0,357,9,316
15205.0,85,37,653
15206.0,10,9,420
15208.0,1,42,870
15210.0,225,20,331
15211.0,60,52,894
15212.0,241,5,101
15213.0,318,24,328
15214.0,1,110,1661
15215.0,46,35,734
15216.0,87,2,96
15218.0,10,166,5756
15219.0,176,9,305
15220.0,51,117,1778
15221.0,366,5,403
15222.0,318,5,585
15223.0,225,20,755
15224.0,358,14,322
15225.0,234,23,409
15226.0,310,8,154
15227.0,36,58,1219
15228.0,66,125,3386
15230.0,239,23,429
15232.0,113,31,612
15234.0,276,14,197
15235.0,217,143,2247
15236.0,298,15,321
15237.0,1,99,1412
15238.0,29,50,1071
15239.0,10,49,780
15240.0,44,78,1706
15241.0,66,110,1756
15243.0,74,22,316
15244.0,65,34,631
15245.0,134,89,2515
15246.0,238,33,514
15247.0,122,6,356
15249.0,31,350,6688
15251.0,9,111,10484
15252.0,36,44,740
15253.0,16,53,918
15254.0,127,18,300
15255.0,66,47,890
15256.0,148,6,98
15257.0,283,7,317
15258.0,168,34,623
15260.0,100,77,1810
15261.0,135,19,254
15262.0,323,10,178
15263.0,106,12,156
15264.0,64,23,393
15265.0,151,82,1506
15266.0,338,6,119
15267.0,22,11,1717
15269.0,23,2,408
15270.0,15,41,2379
15271.0,7,274,2507
15272.0,57,63,721
15274.0,4,47,716
15275.0,37,41,615
15276.0,66,52,135
15277.0,46,12,255
15279.0,354,19,290
15280.0,172,16,113
15281.0,58,139,2332
15286.0,49,3,240
15287.0,22,20,486
15288.0,43,88,2306
15289.0,29,58,939
15290.0,4,204,7943
15291.0,25,103,4668
15292.0,201,25,180
15296.0,50,194,3672
15297.0,10,39,641
15298.0,2,192,4799
15299.0,67,7,4507
15300.0,64,28,496
15301.0,50,243,5070
15303.0,290,31,574
15304.0,60,23,694
15306.0,64,58,1174
15307.0,95,12,205
15308.0,274,19,310
15311.0,0,2379,60767
15312.0,75,47,924
15313.0,110,1,52
15314.0,199,24,327
15315.0,64,37,570
15316.0,326,1,165
15318.0,3,33,312
15319.0,283,16,204
15320.0,44,36,267
15321.0,70,95,2748
15322.0,85,42,679
15325.0,103,49,162
15326.0,333,29,311
15327.0,52,10,208
15329.0,39,57,1049
15330.0,32,13,714
15333.0,208,16,1028
15334.0,156,99,351
15335.0,53,36,173
15339.0,66,86,574
15341.0,80,17,2020
15342.0,129,24,406
15343.0,87,21,364
15344.0,0,26,563
15345.0,45,20,393
15346.0,332,17,252
15347.0,366,5,201
15348.0,72,9,158
15349.0,158,72,473
15350.0,373,5,115
15351.0,12,225,1960
15353.0,254,63,777
15355.0,29,14,277
15356.0,31,519,2766
15358.0,4,551,8347
15360.0,39,13,427
15361.0,361,7,418
15363.0,372,16,326
15364.0,95,29,913
15365.0,25,114,2314
15366.0,75,44,602
15367.0,57,95,1877
15368.0,21,4,446
15370.0,40,94,2386
15372.0,137,27,2007
15373.0,8,132,2415
15374.0,128,3,168
15376.0,40,117,1233
15379.0,169,194,3703
15380.0,8,36,1690
15381.0,213,8,596
15382.0,14,302,5955
15384.0,169,41,642
15385.0,40,12,316
15386.0,186,31,394
15389.0,172,1,500
15392.0,4,84,1535
15393.0,16,12,231
15394.0,9,85,2183
15395.0,325,7,107
15396.0,112,14,288
15397.0,289,6,94
15398.0,16,73,1345
15399.0,1,50,815
15400.0,92,12,716
15402.0,148,42,626
15405.0,189,8,349
15406.0,31,53,510
15407.0,33,153,1056
15408.0,264,34,267
15410.0,84,122,3450
15411.0,26,99,1358
15412.0,171,10,190
15414.0,9,39,774
15415.0,313,48,572
15416.0,64,192,3984
15417.0,85,28,508
15419.0,24,8,135
15421.0,58,53,950
15422.0,323,6,97
15423.0,38,2,43
15424.0,254,17,383
15426.0,19,292,1447
15427.0,33,306,1483
15428.0,15,6,93
15429.0,26,82,397
15432.0,23,10,171
15433.0,213,41,533
15434.0,8,55,1041
15435.0,22,29,149
15436.0,12,329,1122
15437.0,262,45,200
15438.0,131,25,156
15440.0,54,62,383
15442.0,248,2,594
15443.0,1,382,3236
15444.0,9,219,1418
15445.0,264,5,113
15447.0,330,9,155
15448.0,312,28,494
15449.0,26,60,974
15450.0,30,30,429
15452.0,29,58,538
15453.0,1,286,1388
15454.0,362,25,179
15456.0,283,60,447
15457.0,262,58,237
15458.0,25,7,161
15460.0,354,58,216
15462.0,94,11,234
15463.0,29,7,126
15464.0,338,157,1048
15465.0,19,97,7354
15466.0,85,57,334
15467.0,9,52,524
15468.0,51,24,467
15469.0,50,24,538
15471.0,2,77,469
15472.0,113,76,371
15473.0,14,11,1771
15475.0,77,29,454
15478.0,40,46,1441
15482.0,15,98,11054
15483.0,161,88,233
15484.0,1,188,3594
15485.0,30,86,2575
15488.0,92,2,91
15489.0,22,50,1134
15491.0,95,154,3100
15492.0,28,35,659
15493.0,32,297,2001
15494.0,21,125,1299
15497.0,17,15,1262
15498.0,2,512,13316
15500.0,8,68,1131
15502.0,15,213,10384
15503.0,362,70,147
15504.0,81,13,52
15505.0,52,97,3610
15506.0,22,164,979
15507.0,171,46,492
15508.0,189,92,1000
15510.0,330,1,250
15511.0,11,160,909
15512.0,155,7,121
15513.0,33,308,14758
15514.0,12,178,4139
15516.0,44,15,62
15517.0,233,27,267
15518.0,64,214,1942
15520.0,1,18,343
15521.0,40,185,3000
15522.0,32,57,398
15523.0,84,10,412
15524.0,24,1,440
15525.0,2,178,825
15526.0,33,4,148
15527.0,18,163,2429
15528.0,254,26,229
15529.0,22,672,3995
15530.0,21,108,1502
15531.0,8,228,2007
15532.0,25,256,1580
15533.0,19,83,807
15535.0,173,75,536
15537.0,163,24,110
15539.0,7,41,538
15540.0,11,15,213
15541.0,114,29,85
15543.0,288,28,127
15544.0,9,259,3546
15545.0,54,81,292
15547.0,7,702,4954
15549.0,77,115,1693
15550.0,4,61,575
15551.0,36,29,436
15552.0,217,17,90
15553.0,60,56,437
15554.0,277,14,217
15555.0,12,899,4805
15556.0,24,31,279
15557.0,28,20,473
15561.0,11,27,800
15562.0,351,1,134
15563.0,22,113,1400
15565.0,50,8,173
15567.0,18,7,186
15568.0,2,53,758
15569.0,103,31,1375
15570.0,7,323,4165
15571.0,11,57,650
15572.0,4,215,2552
15573.0,31,104,607
15574.0,177,168,702
15576.0,37,45,940
15577.0,151,39,258
15578.0,162,13,127
15579.0,68,51,348
15581.0,120,150,3679
15582.0,24,44,682
15584.0,23,123,725
15585.0,176,31,455
15587.0,50,9,913
15589.0,255,29,478
15592.0,46,24,388
15593.0,70,5,199
15594.0,15,103,1771
15596.0,100,77,1406
15597.0,35,22,324
15598.0,53,14,240
15599.0,26,52,761
15601.0,11,410,6776
15602.0,8,47,1297
15603.0,78,2,48
15604.0,52,17,216
15605.0,36,67,1198
15606.0,61,77,2920
15607.0,336,13,104
15608.0,28,60,1093
15609.0,184,16,298
15610.0,51,6,112
15611.0,9,43,1591
15612.0,36,6,195
15615.0,10,423,10399
15618.0,32,45,776
15619.0,10,3,336
15620.0,56,100,1553
15621.0,4,16,1293
15622.0,43,185,3709
15623.0,141,19,301
15624.0,116,34,588
15625.0,103,64,1534
15626.0,74,49,675
15628.0,4,155,2870
15630.0,45,60,1186
15632.0,15,167,3285
15634.0,17,15,243
15636.0,89,25,724
15637.0,52,15,223
15639.0,134,25,425
15640.0,4,484,12515
15641.0,105,119,1887
15643.0,191,33,664
15644.0,166,238,812
15645.0,18,52,612
15646.0,157,35,447
15648.0,204,25,657
15649.0,336,2,816
15651.0,36,32,646
15652.0,91,21,337
15653.0,92,6,877
15654.0,9,21,922
15655.0,243,34,560
15656.0,45,47,748
15657.0,22,1,30
15658.0,190,48,1024
15659.0,43,11,306
15660.0,25,90,1600
15661.0,317,5,309
15663.0,106,9,138
15664.0,50,17,386
15665.0,168,116,2242
15667.0,39,13,301
15668.0,217,1,76
15669.0,40,33,684
15670.0,296,12,173
15671.0,18,78,2657
15673.0,88,155,2881
15674.0,73,114,2446
15675.0,81,21,323
15676.0,18,202,3435
15677.0,49,33,657
15678.0,52,12,352
15679.0,24,110,781
15680.0,9,78,1333
15681.0,25,53,1426
15683.0,117,10,193
15687.0,8,166,2993
15689.0,119,9,254
15690.0,4,19,239
15691.0,252,2,136
15692.0,28,12,191
15694.0,0,78,6479
15695.0,266,22,409
15696.0,33,171,2736
15699.0,17,18,309
15700.0,172,86,696
15701.0,2,237,1542
15703.0,264,5,211
15704.0,140,117,2293
15705.0,201,6,143
15706.0,63,55,1060
15707.0,35,214,945
15708.0,40,288,3364
15709.0,283,6,133
15712.0,9,53,1072
15713.0,143,19,356
15714.0,11,35,330
15716.0,145,118,1118
15717.0,234,7,150
15719.0,32,937,5045
15720.0,24,128,598
15721.0,11,91,507
15722.0,35,69,2222
15723.0,364,41,203
15724.0,201,11,218
15725.0,15,32,415
15727.0,16,302,5178
15729.0,212,5,85
15730.0,65,70,1120
15732.0,212,14,294
15733.0,282,10,162
15734.0,114,26,1339
15737.0,14,72,1205
15738.0,18,173,4812
15739.0,66,8,449
15740.0,49,9,154
15743.0,16,88,784
15744.0,77,3,34
15745.0,19,62,1094
15746.0,134,28,196
15747.0,12,93,974
15748.0,40,21,149
15749.0,235,10,44534
15750.0,2,293,2465
15752.0,39,411,2637
15753.0,304,1,79
15754.0,51,28,458
15755.0,10,141,2364
15756.0,61,192,532
15757.0,65,45,714
15758.0,24,9,205
15759.0,218,7,253
15762.0,65,37,583
15763.0,31,61,1086
15764.0,88,180,3279
15766.0,64,11,315
15768.0,115,27,621
15769.0,7,130,56252
15773.0,5,10,635
15774.0,68,25,270
15775.0,245,7,104
15776.0,133,18,241
15777.0,241,21,1047
15780.0,183,29,475
15781.0,25,20,345
15782.0,9,43,2614
15783.0,10,14,246
15785.0,32,83,2328
15786.0,46,267,4932
15787.0,26,206,948
15789.0,358,25,351
15790.0,10,35,220
15791.0,43,75,1612
15793.0,14,12,965
15795.0,149,42,610
15796.0,1,133,2711
15797.0,113,8,2207
15799.0,75,98,884
15800.0,107,119,699
15801.0,46,64,1063
15802.0,142,1,451
15803.0,51,8,415
15804.0,0,263,4206
15805.0,23,301,5528
15806.0,46,31,784
15807.0,50,48,903
15808.0,306,208,3734
15809.0,36,35,515
15810.0,78,89,1391
15811.0,22,133,2218
15812.0,107,41,1801
15813.0,207,40,1303
15814.0,16,72,1945
15815.0,63,49,2100
15819.0,49,123,1905
15820.0,319,17,206
15821.0,44,62,570
15822.0,3,33,885
15823.0,372,1,15
15825.0,172,20,532
15826.0,56,68,1654
15827.0,73,115,1836
15829.0,99,51,636
15830.0,37,39,576
15831.0,58,68,801
15832.0,254,54,836
15834.0,70,273,2233
15835.0,44,50,954
15836.0,50,10,137
15837.0,64,24,391
15838.0,11,167,33643
15839.0,33,62,1048
15840.0,58,27,355
15841.0,72,47,1224
15843.0,303,8,118
15844.0,46,11,130
15845.0,17,138,3711
15847.0,38,22,389
15850.0,19,97,238
15852.0,186,22,160
15853.0,51,30,110
15854.0,4,140,2974
15855.0,136,80,712
15856.0,4,645,16387
15857.0,18,14,296
15858.0,15,191,1438
15860.0,40,142,977
15861.0,12,546,3165
15862.0,8,147,832
15863.0,25,18,68
15864.0,22,20,1936
15865.0,40,40,895
15866.0,101,45,230
15867.0,5,461,3812
15869.0,277,15,149
15870.0,32,76,354
15872.0,14,128,360
15874.0,63,120,4405
15877.0,1,129,493
15880.0,369,105,343
15881.0,312,29,501
15882.0,198,23,516
15883.0,2,49,396
15885.0,92,18,379
15886.0,60,12,181
15888.0,80,12,168
15889.0,156,93,446
15891.0,226,62,524
15894.0,253,41,263
15895.0,149,11,179
15897.0,194,24,222
15898.0,1,86,1388
15899.0,368,4,56
15900.0,23,51,351
15901.0,16,116,363
15903.0,9,74,5126
15904.0,8,30,164
15906.0,19,150,1567
15907.0,3,249,967
15909.0,173,7,191
15910.0,0,267,1232
15912.0,178,19,264
15916.0,16,155,1528
15917.0,247,12,123
15918.0,190,40,334
15919.0,19,143,639
15920.0,154,60,167
15921.0,172,25,336
15922.0,373,11,369
15923.0,372,21,127
15925.0,194,12,207
15930.0,67,21,426
15932.0,4,115,2495
15933.0,21,74,1107
15935.0,239,12,416
15937.0,64,7,145
15938.0,112,18,404
15939.0,89,76,6115
15940.0,311,1,35
15942.0,133,14,337
15944.0,276,6,325
15945.0,365,2,181
15947.0,82,29,1708
15948.0,8,60,955
15949.0,16,19,364
15950.0,31,98,1765
15951.0,8,41,708
15952.0,33,91,806
15953.0,15,98,1659
15955.0,24,183,4416
15957.0,31,42,428
15958.0,74,7,104
15963.0,19,28,470
15965.0,17,122,845
15967.0,23,84,418
15969.0,2,20,666
15970.0,303,11,314
15971.0,17,35,4199
15973.0,366,4,307
15974.0,39,176,3442
15975.0,84,24,371
15976.0,165,98,430
15977.0,17,65,1054
15978.0,77,49,1098
15980.0,88,43,2398
15981.0,24,97,3408
15983.0,22,113,1475
15984.0,2,270,2837
15985.0,123,37,1142
15986.0,30,14,168
15987.0,12,140,1451
15988.0,19,27,158
15990.0,44,52,792
15992.0,3,3,41
15993.0,8,552,2797
15994.0,54,35,427
15996.0,88,130,1060
15998.0,36,506,3089
16000.0,2,9,12393
16003.0,29,103,2735
16005.0,12,218,615
16006.0,211,8,101
16007.0,47,385,1701
16008.0,23,33,478
16009.0,22,90,992
16010.0,245,86,407
16011.0,8,212,3362
16012.0,35,94,1415
16013.0,3,139,37130
16014.0,37,145,662
16015.0,3,182,705
16016.0,3,235,1508
16017.0,47,32,211
16018.0,39,28,408
16019.0,46,160,3786
16020.0,16,46,851
16022.0,260,76,628
16023.0,46,101,719
16024.0,12,64,251
16025.0,29,28,439
16026.0,43,32,236
16027.0,91,16,934
16029.0,38,242,81024
16030.0,309,29,331
16031.0,92,100,548
16033.0,5,1137,8816
16034.0,196,22,437
16036.0,87,55,758
16037.0,269,39,855
16038.0,7,26,471
16040.0,65,65,1313
16041.0,30,6,3166
16042.0,22,71,1197
16043.0,37,39,773
16045.0,119,83,1340
16048.0,373,8,256
16049.0,40,312,1111
16050.0,173,10,137
16052.0,54,34,362
16053.0,32,84,1511
16054.0,145,70,783
16055.0,220,8,134
16056.0,45,68,664
16057.0,16,121,2263
16059.0,65,180,1459
16062.0,9,64,1153
16063.0,260,23,335
16065.0,365,74,372
16066.0,16,102,1521
16070.0,22,33,852
16071.0,44,21,326
16072.0,288,23,584
16073.0,297,1,122
16076.0,3,129,2234
16078.0,283,1,79
16079.0,16,21,1352
16080.0,81,10,217
16081.0,56,227,2806
16083.0,100,31,1317
16084.0,299,38,436
16085.0,23,167,981
16086.0,59,39,1121
16091.0,154,18,315
16092.0,114,51,817
16093.0,106,1,17
16094.0,11,63,1078
16096.0,264,12,320
16097.0,240,10,185
16098.0,87,67,2005
16099.0,50,39,731
16101.0,70,76,1290
16102.0,42,57,1842
16103.0,7,48,1429
16104.0,61,29,302
16105.0,248,13,336
16106.0,65,6,108
16107.0,17,31,3204
16108.0,84,48,842
16109.0,218,18,611
16110.0,45,354,1337
16112.0,143,16,195
16113.0,183,30,161
16114.0,170,8,135
16115.0,9,284,1667
16116.0,211,34,612
16117.0,189,30,232
16119.0,8,16,423
16120.0,59,30,1309
16121.0,57,212,867
16122.0,73,38,684
16123.0,51,16,307
16124.0,317,11,249
16125.0,367,13,289
16126.0,29,117,6287
16127.0,39,40,656
16128.0,17,89,1880
16131.0,51,78,3506
16133.0,3,339,14589
16134.0,21,35,618
16135.0,262,21,517
16136.0,59,37,709
16139.0,18,31,635
16140.0,65,35,725
16141.0,88,30,620
16142.0,249,37,535
16143.0,3,117,2424
16144.0,246,1,175
16145.0,8,224,3799
16146.0,157,29,734
16147.0,133,22,374
16148.0,296,1,76
16149.0,4,18,280
16150.0,42,117,2053
16152.0,268,29,1829
16153.0,49,89,1824
16156.0,8,130,3122
16157.0,15,18,656
16159.0,281,14,348
16160.0,65,20,1025
16161.0,1,474,5575
16162.0,252,2,37
16163.0,232,6,856
16164.0,17,34,822
16168.0,10,98,3787
16169.0,8,85,1822
16170.0,50,125,1885
16171.0,59,3,73
16172.0,95,69,1140
16173.0,15,84,1418
16174.0,126,23,1009
16175.0,94,58,1037
16177.0,50,15,331
16178.0,138,8,197
16179.0,60,11,215
16180.0,100,162,10254
16181.0,73,11,305
16182.0,72,28,6617
16183.0,67,15,338
16184.0,64,45,1158
16185.0,16,31,529
16186.0,22,218,4006
16187.0,31,295,6911
16188.0,44,67,981
16189.0,15,11,215
16190.0,40,6,215
16191.0,2,134,5180
16193.0,236,19,314
16198.0,75,15,400
16200.0,4,179,1080
16201.0,3,111,1863
16202.0,360,18,365
16203.0,58,35,592
16204.0,23,57,405
16205.0,30,98,761
16206.0,54,63,537
16207.0,25,19,394
16208.0,44,66,664
16209.0,88,46,2262
16210.0,1,123,21086
16211.0,88,23,547
16212.0,19,41,690
16213.0,78,6,159
16214.0,170,44,1062
16215.0,80,14,242
16216.0,267,37,914
16217.0,235,15,304
16218.0,29,84,3084
16221.0,36,97,864
16222.0,318,137,846
16224.0,57,96,1295
16225.0,44,134,1096
16226.0,203,8,255
16227.0,225,6,314
16229.0,87,47,1010
16230.0,189,35,542
16232.0,43,37,990
16233.0,71,22,536
16235.0,40,46,867
16236.0,78,20,432
16239.0,56,19,414
